Date,High,Low,Open,Close,Volume,Adj Close,MA_5,MA_10,MA_20,Upper_BBand,Lower_BBand,Action,Long,Short,Buy,Sell,Price,Quantity,Win/Lose,Gain/Loss,Rate of Return,Account
2018-12-06,41.45000076293945,38.70000076293945,41.0,39.5,3665199.0,38.92018508911133,41.00999984741211,39.829999923706055,,,,,,,,,,,,,,
2018-12-07,40.75,39.79999923706055,40.45000076293945,39.900001525878906,1653845.0,39.31431198120117,40.80999984741211,40.22000007629394,,,,,,,,,,,,,,
2018-12-10,39.79999923706055,38.75,39.0,38.75,1320077.0,38.18119430541992,40.15999984741211,40.39500007629395,,,,,,,,,,,,,,
2018-12-11,40.70000076293945,39.099998474121094,39.349998474121094,40.650001525878906,1841059.0,40.05330276489258,39.93000030517578,40.55000038146973,,,,,,,,,,,,,,
2018-12-12,41.79999923706055,40.5,41.79999923706055,41.5,3153971.0,40.89082717895508,40.060000610351565,40.68500022888183,,,,,,,,,,,,,,
2018-12-13,41.95000076293945,40.599998474121094,41.79999923706055,40.599998474121094,2562346.0,40.00403594970703,40.28000030517578,40.64500007629395,,,,,,,,,,,,,,
2018-12-14,41.0,40.0,40.5,40.45000076293945,1493485.0,39.856239318847656,40.39000015258789,40.6,39.33500003814697,43.58869067399888,35.08130940229506,,,,,,,,,,,
2018-12-17,41.79999923706055,40.599998474121094,40.900001525878906,41.45000076293945,2280717.0,40.84156036376953,40.93000030517578,40.545000076293945,39.545000076293945,43.77801472863048,35.31198542395741,,,,,,,,,,,
2018-12-18,41.5,40.25,41.5,40.29999923706055,1851739.0,39.708438873291016,40.85999984741211,40.39500007629395,39.747500038146974,43.66418109954715,35.8308189767468,,,,,,,,,,,
2018-12-19,40.79999923706055,39.349998474121094,40.70000076293945,40.150001525878906,1571935.0,39.56064224243164,40.59000015258789,40.32500038146973,39.90750007629394,43.573928729315476,36.24107142327241,,,,,,,,,,,
2018-12-20,40.29999923706055,39.400001525878906,40.150001525878906,40.29999923706055,1871601.0,39.708438873291016,40.53000030517578,40.40500030517578,40.117500114440915,43.26533959208614,36.96966063679569,,,,,,,,,,,
2018-12-21,40.29999923706055,39.0,40.0,39.099998474121094,4178619.0,38.52605438232422,40.25999984741211,40.325,40.27250003814697,42.74284410979476,37.802155966499186,,,,,,,,,,,
2018-12-24,41.20000076293945,38.900001525878906,39.25,41.20000076293945,2462907.0,40.59523010253906,40.20999984741211,40.570000076293944,40.482500076293945,42.382994336510635,38.582005816077256,,,,,,,,,,,
2018-12-25,42.70000076293945,40.29999923706055,40.5,42.25,5257316.0,41.629817962646484,40.6,40.72999992370605,40.64000015258789,42.58376188308314,38.696238422092634,,,,,,,,,,,
2018-12-26,45.75,40.75,43.150001525878906,41.0,12632650.0,40.39816665649414,40.76999969482422,40.679999923706056,40.68250007629395,42.61748781467995,38.74751233790795,,,,,,,,,,,
2018-12-27,42.70000076293945,41.099998474121094,42.5,41.400001525878906,3482546.0,40.792293548583984,40.99000015258789,40.760000228881836,40.70250015258789,42.66168691357819,38.74331339159759,Long,1.0,,,,42.5,1.0,,,,957500.0
2018-12-28,42.849998474121094,41.45000076293945,42.0,42.29999923706055,3610692.0,41.679080963134766,41.630000305175784,40.945000076293944,40.77250003814697,42.86986654033521,38.675133535958736,,,,,,,,,,,
2019-01-02,44.150001525878906,42.099998474121094,43.20000076293945,42.599998474121094,3948883.0,41.97467803955078,41.90999984741211,41.05999984741211,40.80249996185303,42.99799899698993,38.60700092671613,,,,,,,,,,,
2019-01-03,42.5,40.5,42.04999923706055,40.650001525878906,2948150.0,40.05330276489258,41.59000015258789,41.09500007629394,40.74500007629395,42.88493466624648,38.60506548634142,,,,,,,,,,,
2019-01-04,39.95000076293945,39.0,39.599998474121094,39.099998474121094,2890037.0,38.52605438232422,41.20999984741211,40.989999771118164,40.65750007629394,42.93111040276139,38.383889749826494,,,,,,,,,,,
2019-01-07,40.70000076293945,40.099998474121094,40.400001525878906,40.099998474121094,2024987.0,39.511375427246094,40.949999237060545,40.96999969482422,40.6875,42.90702474664896,38.46797525335104,,,,,,,,,,,
2019-01-08,41.70000076293945,40.150001525878906,40.5,41.099998474121094,2235397.0,40.49669647216797,40.709999084472656,41.16999969482422,40.74749984741211,42.9395608648661,38.55543882995811,,,,,,,,,,,
2019-01-09,42.25,41.349998474121094,41.349998474121094,42.0,2159477.0,41.383487701416016,40.58999938964844,41.249999618530275,40.90999984741211,42.939917647206485,38.880082047617734,Sell,,,,1.0,41.349998474121094,1.0,Lose,-1150.0015258789062,-0.027058859432444852,998849.9984741211
2019-01-10,42.5,41.5,41.75,41.599998474121094,1182560.0,40.989356994628906,40.779998779296875,41.18499946594238,40.95749969482422,43.00808677025475,38.906912619393694,,,,,,,,,,,
2019-01-11,43.20000076293945,41.70000076293945,42.099998474121094,41.75,3537296.0,41.13715744018555,41.30999908447266,41.259999465942386,40.96999969482422,43.039213843231956,38.90078554641648,,,,,,,,,,,
2019-01-14,43.400001525878906,42.099998474121094,42.5,43.29999923706055,4043033.0,42.66440200805664,41.949999237060545,41.449999237060545,41.104999732971194,43.43423675903388,38.77576270690851,,,,,,,,,,,
2019-01-15,43.79999923706055,42.75,43.70000076293945,43.20000076293945,5823661.0,42.56587219238281,42.369999694824216,41.539999389648436,41.24249973297119,43.74384306763974,38.74115639830264,,,,,,,,,,,
2019-01-16,43.75,42.79999923706055,42.79999923706055,43.0,2843420.0,42.36880874633789,42.56999969482422,41.57999954223633,41.31999969482422,43.95358500472206,38.68641438492638,,,,,,,,,,,
2019-01-17,43.70000076293945,42.20000076293945,43.45000076293945,42.25,1830614.0,41.629817962646484,42.7,41.73999938964844,41.417499732971194,44.03492365319065,38.800075812751736,,,,,,,,,,,
2019-01-18,42.95000076293945,42.04999923706055,42.650001525878906,42.20000076293945,1946095.0,41.58055114746094,42.79000015258789,42.04999961853027,41.51999969482422,44.08346759342885,38.95653179621959,,,,,,,,,,,
2019-01-21,44.75,42.400001525878906,42.70000076293945,44.5,7175371.0,43.8467903137207,43.03000030517578,42.489999771118164,41.729999732971194,44.57295119560212,38.887048270340266,,,,,,,,,,,
2019-01-22,44.20000076293945,43.150001525878906,44.20000076293945,43.349998474121094,3791889.0,42.71366882324219,43.05999984741211,42.714999771118165,41.94249973297119,44.564796174528055,39.32020329141433,,,,,,,,,,,
2019-01-23,44.20000076293945,42.849998474121094,43.5,43.150001525878906,3355913.0,42.516605377197266,43.09000015258789,42.829999923706055,42.03999977111816,44.693821993324,39.38617754891232,,,,,,,,,,,
2019-01-24,44.099998474121094,43.25,43.54999923706055,43.650001525878906,2028116.0,43.0092658996582,43.37000045776367,43.035000228881835,42.10999984741211,44.86888214308673,39.351117551737495,,,,,,,,,,,
2019-01-25,44.45000076293945,43.849998474121094,44.45000076293945,44.099998474121094,3411484.0,43.452659606933594,43.75,43.27000007629395,42.26499977111816,45.116856538231964,39.41314300400436,,,,,,,,,,,
2019-01-28,44.95000076293945,44.20000076293945,44.599998474121094,44.400001525878906,2180499.0,43.74825668334961,43.73000030517578,43.380000305175784,42.41499977111816,45.400458387156654,39.42954115507967,,,,,,,,,,,
2019-01-29,44.150001525878906,43.150001525878906,44.150001525878906,43.349998474121094,1693895.0,42.71366882324219,43.73000030517578,43.39500007629395,42.46749973297119,45.48412208324393,39.45087738269845,,,,,,,,,,,
2019-01-30,43.70000076293945,42.95000076293945,43.599998474121094,43.0,1941893.0,42.36880874633789,43.7,43.39500007629395,42.48749980926514,45.514031436611766,39.46096818191851,,,,,,,,,,,
2019-02-11,43.75,42.650001525878906,43.5,43.70000076293945,2132730.0,43.05853271484375,43.70999984741211,43.54000015258789,42.63999977111816,45.57419252687698,39.70580701535935,,,,,,,,,,,
2019-02-12,44.25,43.0,44.04999923706055,43.349998474121094,3203157.0,42.71366882324219,43.55999984741211,43.65499992370606,42.85249977111816,45.22066751236617,40.48433202987015,,,,,,,,,,,
2019-02-13,43.75,42.849998474121094,43.599998474121094,43.0,3084570.0,42.36880874633789,43.279999542236325,43.50499992370605,42.99749984741211,44.93584378818804,41.05915590663618,,,,,,,,,,,
2019-02-14,44.25,43.150001525878906,43.20000076293945,43.70000076293945,2942454.0,43.05853271484375,43.35,43.54000015258789,43.127499961853026,44.847259698546225,41.40774022515983,,,,,,,,,,,
2019-02-15,44.349998474121094,43.0,44.0,43.29999923706055,2146895.0,42.66440200805664,43.40999984741211,43.554999923706056,43.19249992370605,44.820321154047946,41.56467869336416,,,,,,,,,,,
2019-02-18,44.650001525878906,43.20000076293945,43.650001525878906,44.45000076293945,3612110.0,43.797523498535156,43.55999984741211,43.63499984741211,43.33500003814697,44.862722190513296,41.80727788578065,,,,,,,,,,,
2019-02-19,48.849998474121094,45.20000076293945,45.20000076293945,48.849998474121094,10538560.0,48.1329345703125,44.65999984741211,44.10999984741211,43.689999961853026,46.55798584679566,40.82201407691039,,,,,,,,,,,
2019-02-20,52.099998474121094,48.29999923706055,49.79999923706055,48.29999923706055,22776151.0,47.591007232666016,45.71999969482422,44.499999618530275,43.939999961853026,47.52226611997595,40.3577338037301,,,,,,,,,,,
2019-02-21,48.75,47.20000076293945,48.04999923706055,48.650001525878906,3947991.0,47.935874938964844,46.70999984741211,45.02999992370606,44.2125,48.396980209454114,40.02801979054588,,,,,,,,,,,
2019-02-22,49.29999923706055,48.0,48.099998474121094,48.0,2559963.0,47.295413970947266,47.65,45.52999992370606,44.4625,48.95784184545776,39.96715815454224,,,,,,,,,,,
2019-02-25,48.79999923706055,47.349998474121094,48.25,47.849998474121094,2618423.0,47.147613525390625,48.32999954223633,45.94499969482422,44.742499923706056,49.365421909348775,40.11957793806334,,,,,,,,,,,
2019-02-26,49.849998474121094,48.0,48.70000076293945,48.0,4742212.0,47.295413970947266,48.15999984741211,46.40999984741211,45.03249988555908,49.71689401581854,40.34810575529963,,,,,,,,,,,
2019-02-27,48.0,45.79999923706055,47.70000076293945,45.95000076293945,4939625.0,45.27550506591797,47.69000015258789,46.704999923706055,45.10499992370605,49.800606534281265,40.40939331313084,,,,,,,,,,,
2019-03-04,46.25,44.70000076293945,46.150001525878906,44.900001525878906,3079123.0,44.24091720581055,46.94000015258789,46.825,45.18250007629395,49.799393248530734,40.56560690405716,,,,,,,,,,,
2019-03-05,45.54999923706055,44.349998474121094,45.04999923706055,44.849998474121094,1718173.0,44.191650390625,46.30999984741211,46.97999992370605,45.267499923706055,49.778484946758134,40.756514900653976,,,,,,,,,,,
2019-03-06,45.349998474121094,44.04999923706055,45.20000076293945,44.20000076293945,2668624.0,43.55119323730469,45.58000030517578,46.954999923706055,45.29499988555908,49.767439335746886,40.82256043537127,,,,,,,,,,,
2019-03-07,44.79999923706055,43.79999923706055,44.400001525878906,43.900001525878906,1952240.0,43.25559616088867,44.76000061035156,46.46000022888184,45.285000038146975,49.77080867431896,40.799191401974994,,,,,,,,,,,
2019-03-08,43.900001525878906,43.0,43.70000076293945,43.79999923706055,1754602.0,43.15706253051758,44.33000030517578,46.010000228881836,45.25499992370605,49.776985775230145,40.73301407218196,,,,,,,,,,,
2019-03-11,44.650001525878906,43.75,44.0,43.75,1644233.0,43.1077995300293,44.1,45.52000007629395,45.275,49.76163640949031,40.78836359050969,,,,,,,,,,,
2019-03-12,44.5,43.79999923706055,44.20000076293945,43.79999923706055,1160895.0,43.15706253051758,43.89000015258789,45.1,45.314999961853026,49.72251214557171,40.90748777813434,,,,,,,,,,,
2019-03-13,44.95000076293945,44.0,44.0,44.650001525878906,2061873.0,43.99458694458008,43.98000030517578,44.78000030517578,45.3625,49.711402160380935,41.01359783961906,,,,,,,,,,,
2019-03-14,44.95000076293945,44.0,44.849998474121094,44.0,1603160.0,43.354129791259766,44.0,44.380000305175784,45.39500007629395,49.68438982394986,41.105610328638036,,,,,,,,,,,
2019-03-15,44.849998474121094,44.0,44.0,44.849998474121094,1031550.0,44.191650390625,44.20999984741211,44.27000007629395,45.4875,49.62231864824346,41.35268135175654,,,,,,,,,,,
2019-03-18,45.400001525878906,44.650001525878906,45.400001525878906,44.849998474121094,1465944.0,44.191650390625,44.42999954223633,44.26499977111816,45.54499988555908,49.598898612269764,41.491101158848394,,,,,,,,,,,
2019-03-19,46.70000076293945,44.95000076293945,44.95000076293945,46.400001525878906,4488319.0,45.718902587890625,44.95,44.420000076293945,45.7,49.61438712176686,41.785612878233145,,,,,,,,,,,
2019-03-20,47.29999923706055,46.20000076293945,46.70000076293945,46.25,3418511.0,45.571102142333984,45.26999969482422,44.625,45.78999996185303,49.66199858393749,41.918001339768566,,,,,,,,,,,
2019-03-21,46.599998474121094,45.25,46.25,45.79999923706055,3419926.0,45.12770462036133,45.62999954223633,44.81499977111817,45.6375,49.2027629498066,42.07223705019341,,,,,,,,,,,
2019-03-22,46.5,45.599998474121094,45.95000076293945,45.79999923706055,2492015.0,45.12770462036133,45.81999969482422,45.01499977111816,45.5125,48.829022948946005,42.195977051054,,,,,,,,,,,
2019-03-25,45.20000076293945,44.0,45.0,44.099998474121094,2177608.0,43.452659606933594,45.66999969482422,45.04999961853027,45.28499984741211,48.27453639711195,42.29546329771227,Long,1.0,,,,45.0,1.0,,,,953849.9984741211
2019-03-26,44.70000076293945,44.04999923706055,44.29999923706055,44.099998474121094,2190312.0,43.452659606933594,45.209999084472656,45.07999954223633,45.089999771118165,47.80584973919343,42.374149803042904,,,,,,,,,,,
2019-03-27,44.5,43.849998474121094,44.29999923706055,44.0,1446177.0,43.354129791259766,44.75999908447265,45.01499938964844,44.89749984741211,47.28737493384318,42.50762476098103,,,,,,,,,,,
2019-03-28,44.75,43.70000076293945,44.0,44.20000076293945,1066314.0,43.55119323730469,44.439999389648435,45.034999465942384,44.70749988555908,46.55755731165175,42.85744245946641,,,,,,,,,,,
2019-03-29,44.650001525878906,44.04999923706055,44.5,44.54999923706055,1197265.0,43.896053314208984,44.189999389648435,45.00499954223633,44.63749980926514,46.38317955111016,42.89182006742011,,,,,,,,,,,
2019-04-01,45.45000076293945,44.29999923706055,44.70000076293945,44.45000076293945,2241180.0,43.797523498535156,44.25999984741211,44.964999771118165,44.614999771118164,46.357760179927176,42.87223936230915,,,,,,,,,,,
2019-04-02,46.25,44.54999923706055,44.79999923706055,45.79999923706055,5504377.0,45.12770462036133,44.6,44.904999542236325,44.662499809265135,46.49002543792216,42.834974180608114,,,,,,,,,,,
2019-04-03,46.5,45.400001525878906,46.400001525878906,45.599998474121094,2253043.0,44.930641174316406,44.91999969482422,44.83999938964844,44.73249969482422,46.595683342692475,42.869316046955966,,,,,,,,,,,
2019-04-08,46.54999923706055,45.79999923706055,46.20000076293945,45.849998474121094,2658470.0,45.176971435546875,45.24999923706055,44.84499931335449,44.82999954223633,46.715819524372456,42.9441795601002,,,,,,,,,,,
2019-04-09,47.95000076293945,46.20000076293945,46.349998474121094,46.70000076293945,5885698.0,46.014495849609375,45.67999954223633,44.93499946594238,44.974999618530276,46.9810220446152,42.96897719244535,,,,,,,,,,,
2019-04-10,47.900001525878906,46.650001525878906,47.70000076293945,47.400001525878906,4382901.0,46.7042236328125,46.26999969482422,45.26499977111816,45.15749969482422,47.36796076504126,42.947038624607174,,,,,,,,,,,
2019-04-11,48.400001525878906,46.650001525878906,47.599998474121094,46.650001525878906,4023578.0,45.965232849121094,46.44000015258789,45.52000007629395,45.29999980926514,47.50933856140132,43.090661057128955,,,,,,,,,,,
2019-04-12,47.0,45.70000076293945,46.5,45.79999923706055,1453548.0,45.12770462036133,46.48000030517578,45.7,45.35749969482422,47.55426824192158,43.160731147726864,,,,,,,,,,,
2019-04-15,47.20000076293945,46.099998474121094,46.5,47.150001525878906,1639037.0,46.45789337158203,46.74000091552735,45.99500007629395,45.51499977111816,47.757472216219796,43.27252732601653,,,,,,,,,,,
2019-04-16,47.54999923706055,46.70000076293945,47.099998474121094,47.04999923706055,1781239.0,46.35935592651367,46.810000610351565,46.24500007629395,45.624999809265134,47.95239359785117,43.2976060206791,,,,,,,,,,,
2019-04-17,47.79999923706055,47.0,47.5,47.150001525878906,1862450.0,46.45789337158203,46.76000061035156,46.51500015258789,45.73999996185303,48.13911483112603,43.34088509258003,,,,,,,,,,,
2019-04-18,48.70000076293945,47.150001525878906,47.5,47.75,7130829.0,47.0490837097168,46.98000030517578,46.71000022888184,45.80749988555908,48.370939876886105,43.24405989423206,,,,,,,,,,,
2019-04-19,50.0,48.5,48.70000076293945,49.79999923706055,9948917.0,49.06898880004883,47.78000030517578,47.130000305175784,45.98499984741211,49.15978982268859,42.81020987213564,,,,,,,,,,,
2019-04-22,51.0,49.04999923706055,50.900001525878906,49.04999923706055,5176104.0,48.32999801635742,48.15999984741211,47.45000038146973,46.14749984741211,49.63020212256294,42.66479757226127,,,,,,,,,,,
2019-04-23,49.20000076293945,47.70000076293945,49.20000076293945,47.849998474121094,3468425.0,47.147613525390625,48.31999969482422,47.56500015258789,46.249999809265134,49.817235891467135,42.68276372706313,,,,,,,,,,,
2019-04-24,49.5,48.349998474121094,49.0,48.599998474121094,5064299.0,47.88660430908203,48.609999084472655,47.68499984741211,46.474999809265135,50.03857366636602,42.91142595216425,,,,,,,,,,,
2019-04-25,50.79999923706055,49.0,49.0,50.599998474121094,10054381.0,49.85724639892578,49.179998779296874,48.07999954223633,46.79999980926514,50.65343069697953,42.94656892155075,,,,,,,,,,,
2019-04-26,50.5,49.599998474121094,50.099998474121094,50.5,4105663.0,49.75871658325195,49.31999893188477,48.54999961853027,47.124999809265134,51.0893942905146,43.16060532801567,,,,,,,,,,,
2019-04-29,51.79999923706055,49.349998474121094,51.400001525878906,49.54999923706055,6420605.0,48.82265853881836,49.41999893188476,48.789999389648436,47.39249973297119,51.23481299707812,43.550186468864254,,,,,,,,,,,
2019-04-30,51.099998474121094,49.150001525878906,49.5,50.900001525878906,3176972.0,50.15284729003906,50.029999542236325,49.17499961853027,47.70999984741211,51.61839368931044,43.801606005513776,,,,,,,,,,,
2019-05-02,52.20000076293945,50.29999923706055,51.20000076293945,50.70000076293945,5275429.0,49.955780029296875,50.45,49.529999542236325,48.02249984741211,51.82125449281083,44.22374520201338,,,,,,,,,,,
2019-05-03,51.400001525878906,50.0,51.0,51.400001525878906,3066767.0,50.6455078125,50.61000061035156,49.89499969482422,48.30249996185303,52.24811199927248,44.35688792443358,,,,,,,,,,,
2019-05-06,50.5,49.29999923706055,50.29999923706055,49.95000076293945,3209406.0,49.21678924560547,50.50000076293945,49.90999984741211,48.52000007629395,52.2992940836373,44.740706068950594,,,,,,,,,,,
2019-05-07,51.0,49.599998474121094,50.900001525878906,49.599998474121094,2482083.0,48.871925354003906,50.51000061035156,49.964999771118165,48.70750007629395,52.276244079463524,45.13875607312437,,,,,,,,,,,
2019-05-08,49.45000076293945,48.45000076293945,48.79999923706055,48.599998474121094,2429504.0,47.88660430908203,50.05,50.03999977111816,48.80249996185303,52.231978724133896,45.373021199572165,,,,,,,,,,,
2019-05-09,49.25,46.5,48.900001525878906,46.650001525878906,3490825.0,45.965232849121094,49.24000015258789,49.84500007629394,48.76499996185303,52.282619431576265,45.24738049212979,,,,,,,,,,,
2019-05-10,47.900001525878906,46.20000076293945,47.400001525878906,46.900001525878906,2229038.0,46.21156311035156,48.34000015258789,49.47500038146973,48.777499961853025,52.262033911966846,45.2929660117392,,,,,,,,,,,
2019-05-13,47.45000076293945,45.5,47.099998474121094,45.849998474121094,1852605.0,45.176971435546875,47.51999969482422,49.010000228881836,48.77999992370606,52.25468261112806,45.305317236284054,Sell,,,,1.0,47.099998474121094,1.0,Win,2099.9984741210938,0.04666663275824653,1000949.9969482422
2019-05-14,45.79999923706055,43.75,45.0,45.5,2332077.0,44.83211135864258,46.7,48.60500030517578,48.69749984741211,52.42874980908688,44.96624988573734,,,,,,,,,,,
2019-05-15,47.0,45.79999923706055,47.0,46.650001525878906,1714395.0,45.965232849121094,46.310000610351565,48.18000030517578,48.67749996185303,52.45419414757518,44.90080577613088,,,,,,,,,,,
2019-05-16,47.099998474121094,45.45000076293945,46.900001525878906,45.45000076293945,1576252.0,44.78284454345703,46.07000045776367,47.65500030517578,48.59249992370606,52.60574082544324,44.57925902196887,,,,,,,,,,,
2019-05-17,46.20000076293945,43.849998474121094,46.0,44.349998474121094,2475963.0,43.69898986816406,45.55999984741211,46.95,48.42249984741211,52.8929378966711,43.952061798153125,,,,,,,,,,,
2019-05-20,45.5,43.900001525878906,45.400001525878906,43.900001525878906,1959814.0,43.25559616088867,45.17000045776367,46.34500007629394,48.127499961853026,53.01500070683794,43.239999216868114,,,,,,,,,,,
2019-05-21,44.20000076293945,42.29999923706055,44.099998474121094,43.150001525878906,3219290.0,42.516605377197266,44.70000076293945,45.70000038146973,47.83250007629395,53.22106980304791,42.44393034953998,,,,,,,,,,,
2019-05-22,44.29999923706055,43.599998474121094,43.900001525878906,44.150001525878906,1719336.0,43.50192642211914,44.20000076293945,45.25500068664551,47.64750022888184,53.30658751090947,41.988412946854204,,,,,,,,,,,
2019-05-23,44.099998474121094,42.20000076293945,44.04999923706055,42.349998474121094,2359465.0,41.72834777832031,43.58000030517578,44.82500038146973,47.33500022888184,53.48927125941408,41.180729198349596,,,,,,,,,,,
2019-05-24,43.0,41.54999923706055,42.45000076293945,41.75,2589965.0,41.13715744018555,43.060000610351565,44.31000022888183,46.89250030517578,53.352507079410486,40.43249353094107,,,,,,,,,,,
2019-05-27,42.04999923706055,40.400001525878906,42.04999923706055,41.25,1564384.0,40.64449691772461,42.53000030517578,43.85000038146973,46.43000030517578,53.14623473765268,39.713765872698886,,,,,,,,,,,
2019-05-28,42.79999923706055,41.599998474121094,41.79999923706055,42.79999923706055,1883393.0,42.1717414855957,42.45999984741211,43.58000030517578,46.09250030517578,52.82882466380288,39.35617594654869,,,,,,,,,,,
2019-05-29,43.900001525878906,42.20000076293945,42.70000076293945,43.5,2749266.0,42.86146926879883,42.32999954223633,43.26500015258789,45.722500228881835,52.12079075578341,39.32420970198026,,,,,,,,,,,
2019-05-30,44.400001525878906,43.349998474121094,43.5,44.20000076293945,1516800.0,43.55119323730469,42.7,43.14000015258789,45.39750022888184,51.33343265263807,39.461567805125604,,,,,,,,,,,
2019-05-31,44.79999923706055,43.900001525878906,44.5,43.900001525878906,1159417.0,43.25559616088867,43.130000305175784,43.095000457763675,45.02250022888184,50.19359649488038,39.851403962883296,,,,,,,,,,,
2019-06-03,44.650001525878906,43.20000076293945,43.95000076293945,44.45000076293945,1402016.0,43.797523498535156,43.77000045776367,43.150000381469724,44.74750022888183,49.311454074219775,40.18354638354389,,,,,,,,,,,
2019-06-04,44.900001525878906,43.650001525878906,44.849998474121094,43.70000076293945,1053958.0,43.05853271484375,43.95000076293945,43.20500030517578,44.452500343322754,48.353148032242004,40.551852654403504,,,,,,,,,,,
2019-06-05,44.54999923706055,43.849998474121094,44.5,44.0,745025.0,43.354129791259766,44.050000762939455,43.19000015258789,44.2225004196167,47.542800963330414,40.90219987590299,,,,,,,,,,,
2019-06-06,44.5,43.79999923706055,44.29999923706055,43.900001525878906,758932.0,43.25559616088867,43.99000091552735,43.345000457763675,44.0850004196167,47.18226213662057,40.98773870261282,,,,,,,,,,,
2019-06-10,45.75,44.70000076293945,44.95000076293945,44.70000076293945,2666206.0,44.043853759765625,44.150000762939456,43.64000053405762,43.97500038146973,46.765232086470185,41.18476867646927,,,,,,,,,,,
2019-06-11,48.900001525878906,45.04999923706055,45.099998474121094,48.54999923706055,6833910.0,47.837337493896484,44.970000457763675,44.37000045776367,44.110000419616696,47.53679235070075,40.68320848853264,Long,1.0,,,,45.099998474121094,1.0,,,,955849.9984741211
2019-06-12,48.5,47.599998474121094,48.20000076293945,48.0,2541118.0,47.295413970947266,45.83000030517578,44.89000053405762,44.235000419616696,48.0735104210253,40.396490418208096,,,,,,,,,,,
2019-06-13,48.0,46.849998474121094,47.900001525878906,47.04999923706055,2024052.0,46.35935592651367,46.44000015258789,45.24500045776367,44.255000305175784,48.156008333247605,40.35399227710396,,,,,,,,,,,
2019-06-14,47.70000076293945,46.5,47.599998474121094,46.849998474121094,1409799.0,46.16229248046875,47.029999542236325,45.510000228881836,44.32500019073486,48.377982482863665,40.27201789860606,,,,,,,,,,,
2019-06-17,47.5,46.400001525878906,47.29999923706055,46.79999923706055,1376242.0,46.1130256652832,47.449999237060545,45.8,44.447500228881836,48.663973694455414,40.23102676330826,,,,,,,,,,,
2019-06-18,47.45000076293945,46.400001525878906,47.45000076293945,46.5,878582.0,45.81743240356445,47.039999389648436,46.00499992370605,44.57750015258789,48.89124852324185,40.26375178193393,,,,,,,,,,,
2019-06-19,47.79999923706055,46.79999923706055,47.29999923706055,47.75,2462406.0,47.0490837097168,46.98999938964844,46.40999984741211,44.80750007629395,49.30482899827537,40.31017115431253,,,,,,,,,,,
2019-06-20,48.5,47.900001525878906,48.20000076293945,48.400001525878906,2461403.0,47.689544677734375,47.25999984741211,46.85,45.02000007629395,49.80660359579452,40.23339655679337,,,,,,,,,,,
2019-06-21,49.650001525878906,47.349998474121094,49.650001525878906,47.349998474121094,4265825.0,46.65495300292969,47.35999984741211,47.19499969482422,45.27000007629395,49.98453706393673,40.555463088651166,,,,,,,,,,,
2019-06-24,50.20000076293945,47.79999923706055,48.0,49.75,5494268.0,49.01972579956055,47.95,47.69999961853027,45.670000076293945,50.49355585014662,40.84644430244127,,,,,,,,,,,
2019-06-25,51.70000076293945,48.349998474121094,50.599998474121094,48.349998474121094,11331060.0,47.64027404785156,48.31999969482422,47.67999954223633,46.025,50.47631875608835,41.57368124391165,,,,,,,,,,,
2019-06-26,48.900001525878906,48.099998474121094,48.20000076293945,48.45000076293945,2502935.0,47.738807678222656,48.45999984741211,47.724999618530276,46.30750007629395,50.59639893057317,42.01860122201472,,,,,,,,,,,
