Id,Name,Price
1312,國喬,0
1560,中砂,0
1710,東聯,0
2031,新光鋼,0
2313,華通,0
2317,鴻海,0
2344,華邦電,0
2352,佳世達,0
2355,敬鵬,0
2376,技嘉,0
2377,微星,0
2449,京元電子,0
2456,奇力新,0
3017,奇鋐,0
3035,智原,0
3037,欣興,0
3380,明泰,0
3535,晶彩科,0
3702,大聯大,0
4906,正文,0
4919,新唐,0
6285,啟碁,0
8046,南電,0
8163,達方,0
8215,明基材,0
