Date,High,Low,Open,Close,Volume,Adj Close,EMA_12,EMA_26,DIF,MACD,DIF-MACD
2018-07-18,26.399999618530273,26.149999618530273,26.299999237060547,26.299999237060547,5262701.0,25.209217071533203,26.299999237060547,26.299999237060547,0.0,0.0,0.0
2018-07-19,26.5,26.200000762939453,26.399999618530273,26.200000762939453,3480673.0,25.113365173339844,26.284614856426533,26.292591942681206,-0.007977086254673083,-0.0015954172509346166,-0.006381669003738466
2018-07-20,26.850000381469727,26.299999237060547,26.350000381469727,26.75,2338159.0,25.640552520751953,26.356212570822454,26.326474021001115,0.029738549821338722,0.004671376163520051,0.025067173657818673
2018-07-23,26.75,26.450000762939453,26.75,26.649999618530273,2377749.0,25.544700622558594,26.401410578162118,26.35043888007735,0.0509716980847692,0.013931440547769881,0.03704025753699932
2018-07-24,26.700000762939453,26.399999618530273,26.649999618530273,26.700000762939453,972174.0,25.592628479003906,26.447347529666324,26.37633235288195,0.07101517678437475,0.025348187795090855,0.04566698898928389
2018-07-25,26.899999618530273,26.649999618530273,26.899999618530273,26.75,1346477.0,25.640552520751953,26.4939094481792,26.404011437853658,0.08989801032554112,0.03825815230118091,0.05163985802436021
2018-07-26,27.700000762939453,26.75,26.75,27.25,5391893.0,26.119815826416016,26.610231071536248,26.466677257271908,0.14355381426434022,0.05931728469381277,0.08423652957052745
2018-07-27,27.25,26.600000381469727,27.149999618530273,26.649999618530273,6758798.0,25.544700622558594,26.61634930953533,26.480256691439195,0.1360926180961357,0.07467235137427736,0.06142026672185835
2018-07-30,26.700000762939453,26.25,26.5,26.450000762939453,2380482.0,25.352996826171875,26.590757225443653,26.478015511550325,0.11274171389332821,0.08228622387808754,0.03045549001524067
2018-07-31,26.450000762939453,26.25,26.350000381469727,26.399999618530273,2538993.0,25.305068969726562,26.561409901303133,26.472236556511803,0.08917334479133032,0.08366364806073609,0.005509696730594232
2018-08-01,26.600000381469727,26.350000381469727,26.600000381469727,26.549999237060547,1533891.0,25.4488468170166,26.55965441449658,26.47799675507097,0.08165765942561265,0.08326245033371141,-0.0016047909080987577
2018-08-02,26.600000381469727,26.25,26.600000381469727,26.25,1898558.0,25.161291122436523,26.5120152738048,26.46110810654719,0.05090716725760913,0.07679139371849095,-0.025884226460881815
2018-08-03,26.299999237060547,25.950000762939453,26.299999237060547,26.149999618530273,5567491.0,25.06543731689453,26.45632055760872,26.438063033360752,0.018257524247967893,0.06508461982438633,-0.04682709557641844
2018-08-06,26.149999618530273,26.0,26.149999618530273,26.049999237060547,3756407.0,24.969585418701172,26.393809585216694,26.40931756696814,-0.01550798175144763,0.04896609950921955,-0.06447408126066717
2018-08-07,26.200000762939453,26.0,26.200000762939453,26.100000381469727,1190804.0,25.01751136779785,26.348608169255623,26.386405182857146,-0.03779701360152288,0.03161347688707107,-0.06941049048859395
2018-08-08,26.350000381469727,26.0,26.049999237060547,26.149999618530273,3620526.0,25.06543731689453,26.31805300760557,26.368893659573676,-0.05084065196810528,0.0151226511160358,-0.06596330308414108
2018-08-09,25.649999618530273,24.100000381469727,25.600000381469727,24.200000762939453,19522520.0,23.196313858032227,25.992198816118478,26.20823492648966,-0.21603611037118142,-0.031109101181407646,-0.18492700918977378
2018-08-10,24.350000381469727,22.5,24.299999237060547,23.049999237060547,16117840.0,22.094009399414062,25.539552727032643,25.974291542087503,-0.43473881505486034,-0.11183504395609818,-0.32290377109876217
2018-08-13,22.799999237060547,22.149999618530273,22.600000381469727,22.799999237060547,8759419.0,21.85437774658203,25.11808295934463,25.73915877875217,-0.6210758194075403,-0.2136831990463866,-0.4073926203611537
2018-08-14,22.75,22.149999618530273,22.700000762939453,22.399999618530273,7755833.0,21.47096824645996,24.69991629152704,25.49181365577277,-0.791897364245731,-0.32932603208625555,-0.46257133215947543
2018-08-15,22.549999237060547,22.049999237060547,22.25,22.149999618530273,7290495.0,21.23133659362793,24.307621418758306,25.244271875236286,-0.936650456477981,-0.45079091696460066,-0.4858595395133803
2018-08-16,21.899999618530273,21.299999237060547,21.899999618530273,21.600000381469727,10847301.0,20.704147338867188,23.891064336098523,24.974325838660988,-1.0832615025624648,-0.5772850340841735,-0.5059764684782913
2018-08-17,21.899999618530273,21.450000762939453,21.75,21.5,6786775.0,20.608295440673828,23.523208284391057,24.716968369130544,-1.1937600847394876,-0.7005800442152363,-0.49318004052425124
2018-08-20,21.600000381469727,21.0,21.5,21.100000381469727,7790865.0,20.224885940551758,23.150407068557005,24.449044814489003,-1.2986377459319982,-0.8201915845585888,-0.47844616137340945
2018-08-21,21.450000762939453,21.149999618530273,21.200000762939453,21.200000762939453,3391302.0,20.320737838745117,22.850344560000458,24.208374884744593,-1.358030324744135,-0.9277593325956981,-0.4302709921484369
2018-08-22,21.950000762939453,21.350000381469727,21.399999618530273,21.799999237060547,4953473.0,20.89585304260254,22.688752971855855,24.02997668861985,-1.341223716763995,-1.0104522094293575,-0.33077150733463756
2018-08-23,21.950000762939453,21.350000381469727,21.950000762939453,21.399999618530273,3944863.0,20.512441635131836,22.49048322519038,23.83516357231692,-1.3446803471265376,-1.0772978369687936,-0.26738251015774406
2018-08-24,21.600000381469727,21.350000381469727,21.450000762939453,21.350000381469727,3766106.0,20.46451759338379,22.315024326156436,23.65107741003194,-1.3360530838755054,-1.129048886350136,-0.20700419752536936
2018-08-27,22.0,21.450000762939453,21.5,21.950000762939453,3296800.0,21.03963279724121,22.258866854892286,23.525071732469534,-1.2662048775772483,-1.1564800845955585,-0.1097247929816898
2018-08-28,22.399999618530273,21.950000762939453,22.049999237060547,22.0,5385735.0,21.08755874633789,22.21904118490886,23.41210345599031,-1.1930622710814482,-1.1637965218927366,-0.02926574918871161
2018-08-29,22.100000381469727,21.850000381469727,22.049999237060547,22.0,2296367.0,21.08755874633789,22.18534254107673,23.307503199991025,-1.1221606589142965,-1.1554693492970487,0.03330869038275219
2018-08-30,22.149999618530273,21.899999618530273,22.049999237060547,21.899999618530273,2793980.0,20.9917049407959,22.141443629915734,23.203243675438376,-1.0618000455226415,-1.1367354885421672,0.0749354430195257
2018-08-31,21.899999618530273,21.649999618530273,21.899999618530273,21.700000762939453,2828696.0,20.80000114440918,22.073529342688612,23.091892348586605,-1.0183630058979922,-1.1130609920133323,0.09469798611534008
2018-09-03,21.75,21.5,21.649999618530273,21.5,3184288.0,20.608295440673828,21.985294059198054,22.97397439683945,-0.9886803376413944,-1.0881848611389446,0.09950452349755023
2018-09-04,21.649999618530273,21.399999618530273,21.549999237060547,21.399999618530273,2747414.0,20.512441635131836,21.89524876063378,22.85738367252025,-0.9621349118864693,-1.0629748712884497,0.10083995940198043
2018-09-05,21.549999237060547,21.350000381469727,21.549999237060547,21.350000381469727,2425571.0,20.46451759338379,21.811364394608542,22.745725650960953,-0.9343612563524104,-1.0372521483012418,0.10289089194883139
2018-09-06,21.5,21.200000762939453,21.399999618530273,21.200000762939453,3493026.0,20.320737838745117,21.717308451274835,22.63122751110751,-0.9139190598326756,-1.0125855306075286,0.09866647077485302
2018-09-07,21.399999618530273,20.799999237060547,21.350000381469727,21.049999237060547,5230545.0,20.176958084106445,21.61464549524187,22.514099490807734,-0.8994539955658638,-0.9899592235991957,0.09050522803333194
2018-09-10,20.799999237060547,19.799999237060547,20.75,19.950000762939453,11531767.0,19.122581481933594,21.358546305656883,22.32416625170638,-0.9656199460494967,-0.985091368089256,0.019471422039759267
2018-09-11,20.049999237060547,19.649999618530273,20.0,19.950000762939453,8471222.0,19.122581481933594,21.141846991392665,22.148302141427347,-1.0064551500346823,-0.9893641244783413,-0.01709102555634101
2018-09-12,20.0,19.700000762939453,19.899999618530273,19.950000762939453,5753955.0,19.122581481933594,20.958486033169095,21.985465002280094,-1.0269789691109992,-0.9968870934048729,-0.03009187570612626
2018-09-13,20.549999237060547,20.0,20.100000381469727,20.549999237060547,3513091.0,19.697694778442383,20.89564191069086,21.879134204856424,-0.9834922941655648,-0.9942081335570113,0.010715839391446491
2018-09-14,21.049999237060547,20.700000762939453,20.850000381469727,20.75,3850946.0,19.889400482177734,20.873235462892268,21.79549463412632,-0.9222591712340531,-0.9798183410924197,0.05755916985836662
2018-09-17,21.049999237060547,20.600000381469727,20.649999618530273,20.799999237060547,1690866.0,19.937326431274414,20.861968351225848,21.721754234343674,-0.8597858831178264,-0.9558118494975012,0.09602596637967475
2018-09-18,20.799999237060547,20.5,20.700000762939453,20.5,1377237.0,19.649770736694336,20.806280912575716,21.63125392068859,-0.8249730081128739,-0.9296440812205757,0.10467107310770185
2018-09-19,20.850000381469727,20.700000762939453,20.700000762939453,20.799999237060547,2015166.0,19.937326431274414,20.805314500957998,21.569679499679108,-0.7643649987211099,-0.8965882647206826,0.1322232659995728
2018-09-20,20.799999237060547,20.5,20.799999237060547,20.5,2561297.0,19.649770736694336,20.75834303927215,21.49044398118436,-0.7321009419122078,-0.8636908001589877,0.13158985824677993
2018-09-21,20.75,20.549999237060547,20.75,20.649999618530273,2431113.0,19.793548583984375,20.741674820696478,21.42818884320998,-0.6865140225135029,-0.8282554446298908,0.14174142211638785
2018-09-25,21.0,20.600000381469727,20.649999618530273,20.75,2865505.0,19.889400482177734,20.742955617512404,21.377952632601836,-0.6349970150894322,-0.7896037587217991,0.15460674363236693
2018-09-26,20.950000762939453,20.299999237060547,20.700000762939453,20.299999237060547,3339495.0,19.45806312561035,20.67480848205827,21.29810423293211,-0.6232957508738401,-0.7563421571522073,0.13304640627836717
2018-09-27,20.5,20.100000381469727,20.350000381469727,20.100000381469727,2501303.0,19.266359329223633,20.58637646658311,21.209355799490453,-0.6229793329073416,-0.7296695923032342,0.1066902593958926
2018-09-28,20.5,20.200000762939453,20.200000762939453,20.399999618530273,1583072.0,19.553916931152344,20.557703105344213,21.149403489789698,-0.5917003844454847,-0.7020757507316844,0.1103753662861997
2018-10-01,20.899999618530273,20.399999618530273,20.549999237060547,20.5,2889928.0,19.649770736694336,20.548825704522027,21.101299527583055,-0.5524738230610282,-0.6721553651975531,0.11968154213652493
2018-10-02,20.649999618530273,20.450000762939453,20.5,20.600000381469727,2347819.0,19.745622634887695,20.55669873174475,21.064166257500585,-0.5074675257558354,-0.6392177973092096,0.13175027155337415
2018-10-03,21.100000381469727,20.700000762939453,20.700000762939453,21.049999237060547,5456495.0,20.176958084106445,20.63259111717795,21.0631168485791,-0.4305257314011506,-0.5974793841275978,0.16695365272644724
2018-10-04,21.25,20.899999618530273,21.100000381469727,20.899999618530273,3301850.0,20.033180236816406,20.673730886616767,21.051034090797703,-0.37730320418093655,-0.5534441481382656,0.17614094395732904
2018-10-05,21.049999237060547,20.299999237060547,20.899999618530273,20.75,3235948.0,19.889400482177734,20.685464596368035,21.028735269257133,-0.34327067288909774,-0.5114094530884321,0.16813878019933437
2018-10-08,20.899999618530273,20.450000762939453,20.75,20.700000762939453,2539135.0,19.841476440429688,20.687700929686713,21.004384565085456,-0.3166836353987428,-0.4724642895504943,0.15578065415175152
2018-10-09,20.600000381469727,19.149999618530273,20.399999618530273,19.649999618530273,9339669.0,18.835023880004883,20.528054574124184,20.904059754229518,-0.37600518010533435,-0.45317246766146235,0.077167287556128
2018-10-11,19.100000381469727,18.149999618530273,18.649999618530273,19.049999237060547,10208929.0,18.259906768798828,20.300661445345163,20.76672193814293,-0.46606049279776585,-0.45575007268872303,-0.010310420109042817
2018-10-12,19.049999237060547,18.600000381469727,18.649999618530273,19.0,3525470.0,18.21198272705078,20.100559684522832,20.63585364642864,-0.5352939619058077,-0.47165885053214,-0.06363511137366767
2018-10-15,19.25,18.950000762939453,19.149999618530273,18.950000762939453,2076000.0,18.1640567779541,19.92355061966385,20.51097565505907,-0.5874250353952206,-0.4948120875047562,-0.09261294789046443
